Id;regCode;title;author;uco;state;dateBegin;dateEnd;muRole;investor;hs;department;annotation;annotationLanguage;annotationTransl;authorType
128493;0215/2022;Psychophysiological profile of resilience and predictors of academic stress in medical students in real-life stressful situations;Světlák Miroslav, doc. PhDr. Ph.D.;13644;not approved. invest.;01.01.2023;31.12.2025;Recipient;GA ČR / Standard projects;LF;Institute of Medicine. of Psychology and Psychosomatics;The maintenance of the functionality of our tissues is closely linked to the ability to renew them, which is provided by stem cells. Although enormous effort has been put into developing methods to enable the application of stem cells in tissue engineering, their behaviour in the natural environment remains largely misunderstood. In this project, we propose a new view of stemness, based on a system of a constantly fluctuating population of cells with stem-like properties, to explain the constant readiness of tissues to variable environmental influences. The principle of unstable and less predictable stem cell behavior elucidates the efficient maintenance of tissue homeostasis and explains the inherent heterogeneity of stem cells and stemness itself. Using a unique model of the continuously growing mouse incisor combined with modern genetic, transcriptomic and imaging methods, we will test our hypothesis, supported by preliminary data, in vivo. Our concept explains the high plasticity and adaptability of tissues at the cellular and molecular level and replaces the current deterministic view of adult stem cells.;EN;;Academic
128399;0203/2022;Therapeutic modulation of miRNA expression in epilepsy: impact on excitability and other brain processes;Brázdil Milan, prof. MUDr. Ph.D.;2042;Implemented by;01.01.2023;31.12.2025;Beneficiary-coordinator;GA ČR / Standard projects;CEITEC;VS Milan Brázdil;The aim of the project is to create a globally accessible database (portal) where anatomically accurate models for 3D printing in morphology education will be published. These models will be created based on real anatomical data and verified by a guarantor who will guarantee their accuracy before publication.;EN;;employee, academic
128335;0197/2022;Providing external consulting services for the preparation of the TEAMING project at the Faculty of Arts, Phase II.;Demlová Regina, doc. MUDr. Ph.D.;24063;Implemented by;19.03.2022;08.09.2022;Recipient;MU / GA MU / HORIZONS;LF;Institute of Pharmacology; The term 3D model in the case of this project means digital source data from which a tangible model (3D product) of a human anatomical part, for example an organ or bone, can be printed on commonly available 3D printers (filament and resin).;EN;;Academic
128253;0191/2022;Causes of clonal heterogeneity in lymphoproliferations;Plevová Karla, Mgr. Ph.D.;106100;not approved. invest.;01.01.2023;31.12.2025;Recipient;GA ČR / Standard projects;LF;Karla Plevová's research group; The aim is therefore to provide the general public, especially from medical and pedagogical disciplines, with a database from which they will be able to print on 3D printers models intended for teaching and interpretation of anatomy. Its content can cover both the professional and higher education sector (models of defects, traumas, complex fractures) and lower educational levels (anatomical models of organs and bones).;EN;;employee, academic
127413;0148/2022;Responsible Conduct of Research - Research Integrity and Ethics in Georgian Universities;Foltýnek Tomáš, Mgr. Ph.D.;4374;Implemented by;01.01.2023;31.12.2026;Partner;EU / Erasmus+ Key Action 2 / Capacity Building in Higher Education;LF;Institute of Medical Ethics; The project foresees the implementation of a complex and complete chain of activities leading to the creation of a 3D model: model selection, anatomical data acquisition, anatomical processing, testing, validation, publication.;EN;;Academic
127354;0145/2022;Improve competitiveness, marketability and financing of health innovations in Central Europe through strengthened cooperation and improved policies;Kašparová Karolina, Ing.;246311;pre-investment.;01.01.2023;31.12.2025;Partner;MMR ČR / Interreg Central Europe (2021-2027);LF;Department for Science and Quality; As an integral part of the project, a web portal will be created allowing the public to browse, view and download 3D models. Models will be searchable through a clear, anatomically oriented categorization.;EN;;Employee
127315;0141/2022;Open Innovation for PUblic Services Transformation;Žák Petr, MUDr. Ph.D.;20494;not approved. invest.;01.02.2023;31.01.2026;Partner;MMR ČR / Interreg Central Europe (2021-2027);LF;II. internal medicine clinic; The content of the portal will be populated using in-house editing tools.;EN;;
127335;0140/2022;Training in Immersive Reality for Medical Education;Štourač Petr, prof. MUDr. Ph.D., MBA, FESAIC;203027;schv. MU,waiting at inv.;01.01.2023;31.12.2026;Partner;EU / Erasmus+ Key Action 2 / Capacity Building in Higher Education;LF;Institute of Simulation Medicine;"Gliomas are the most commonly occurring malignant primary brain tumors, and the course of disease and treatment varies depending on the specific stage of malignancy. One of the key roles affecting the prognosis of patients is early and accurate diagnosis. However, due to the heterogeneous nature of gliomas, it is not uncommon to underestimate the specific disease and, as a consequence, to indicate inadequate therapy. However, despite all efforts, conventional diagnostic approaches still fail to detect microscopically more biologically aggressive foci that require a more intensive therapeutic approach. As even the actual treatment of gliomas has not advanced significantly over the last decade compared to other cancers, there is an increasing pressure from physicians to study new diagnostic biomarkers and therapeutic targets that would both refine glioma diagnosis and prolong patient survival. Non-coding RNAs, including both microRNAs (miRNAs) and long non-coding RNAs, including circular RNAs (circRNAs), appear to be promising molecules in this regard. The key role of miRNAs in cancer pathology, including gliomas, has already been described in detail and generally accepted. In contrast, circRNAs represent a previously understudied group of long non-coding RNAs that arise from pre-mRNAs during reverse splicing, where the 3' end of a transcript is covalently linked to its 5' end to form a stable continuous loop. Their only confirmed function to date is miRNA ""sponging"", i.e. the ability to reversibly bind one or more miRNAs using specific binding sites, which subsequently prevents the miRNA from binding to its molecular targets and thus repressing translation. Moreover, recent data suggest that the levels of some circRNAs are significantly deregulated in gliomas. Therefore, the comprehensive study of circRNAs in gliomas represents a very promising approach to unveil new diagnostic biomarkers and, at the same time, therapeutic tools leading to more effective management of glioma patients.";EN;;Academic
126913;0129/2022;TEST EK LF 2;Kuře Josef, doc. Mgr. Dr. phil.;29166;EKV only, closed;01.03.2022;01.03.2023;Recipient;MU / Project proposals for the Ethics Committee;LF;Institute of Medical Ethics;Fibrosis and cancer are devastating diseases and global health burdens. While they represent very distinctive pathological entities, they share culprits and accomplices - dysregulated contractile fibroblasts, targeting of which represents promising therapeutic avenues. However, development of effective therapies against pathological functions of contractile fibroblasts with minimal side-effects is hampered by our poor understanding of the role and function of normal, physiologically active contractile fibroblasts and the signaling programs, which regulate them and become hijacked in disease.  ;EN;;Academic
126613;0082/2022;National Institute for Research on the Socioeconomic Impact of Disease and Systemic Risk;Seilerová Pavla, Ing.;113564;Implemented by;01.06.2022;31.12.2025;Beneficiary-coordinator;Ministry of Education and Science of the Czech Republic / National Recovery Plan / 5.1 EXCELES;RMU;Office of the Vice-Rector for Development and IT; To fill this gap in knowledge, we propose a multi-disciplinary approach using mammary gland as the paradigm organ to elucidate the origin, function, and regulation of contractile, mechanically active fibroblasts during epithelial morphogenesis, and aberrant activation of fibroblasts during tumorigenesis. We build on our expertise in mammary fibroblasts and our original, unpublished discovery of mechanically active fibroblasts specifically in pubertal mammary glands in regions of active epithelial growth and migration, a developmental counterpart of uncontrolled growth and invasion in tumors. We propose that physiologically contractile fibroblasts hold the key to taming of disease-associated contractile fibroblasts.;EN;;Employee
126492;0063/2022;Home-grown vegetables: evaluation of the content of essential and toxic elements;Vychytilová Monika, Bc.;457451;Implemented by;01.03.2022;28.02.2023;Recipient;MU / GA MU / Support for outstanding theses;LF;Institute of Public Health;We will combine in vivo, ex vivo and in silico approaches to determine what fibroblasts and how become mechanically active during morphogenesis, how fibroblast mechanical forces regulate epithelial proliferation and migration, how resting fibroblast change into contractile in tumors and how their contractility contributes to tumor progression.;EN;;student
126432;0056/2022;Healthcare communication;Bureš Petr, Mgr.;40751;Implemented by;01.02.2022;31.12.2022;Partner;MSMT BLACK / CEEPUS III;LF;Department for Science and Quality; This project will push the frontier of fibroblast research, decode fibroblast heterogeneity and plasticity, uncover a new developmental fibroblast program critical in organ formation, and lay foundation for development of contractile fibroblast-targeting therapies.;EN;;Employee
126093;0028/2022;Detection of abnormalities uncovering signs of early stage stress;Damborská Alena, MUDr. Ph.D.;24083;not approved. invest.;01.01.2023;31.12.2026;Partner;EU / Horizon Europe / Cluster 1 - Health;LF;Psychiatric clinic;"The main idea of the SENSITISE project is the existence of under-served populations in clinical trials and the resulting problematic transferability of results to populations that were not represented in the study, or even distrust of these populations in the results of clinical research. Such groups may be defined by age (patients >65 years, <18 years), presence of comorbidities (polymorbid, polypragmatic patients), presence of disability (mental, physical, intellectual, sensory, or combined), and/or cognitive deficits; the socioeconomic status of the subjects (socially or economically disadvantaged, working full-time), place of residence (people living in rural areas), or sexual orientation may also be a consideration; other examples of populations not usually included in studies are pregnant and breastfeeding women. The issue of underrepresented groups is perceived globally, and several calls for improving this situation (improving their participation in studies) and papers underlining training and education as a tool to promote inclusiveness have been published as a result.";EN;;Academic
126052;0025/2022;Alzheimer's Disease Diagnostics Innovation and Translation to Clinical Practice in Central Europe;Hritz Jozef, doc. RNDr. Mgr. Ph.D.;107254;Implemented by;01.01.2023;31.12.2026;Beneficiary-coordinator;EU / Horizon Europe / ERA;CEITEC;VS Lukáš Žídek;" The planning, preparation and organisation of clinical trials are highly complex activities and require adequate training for those involved. However, the number of degree programmes offering formal training in this area is minimal (one MSc programme offered by the principal investigator of the SENSITISE project - University College Cork, Ireland; and several units of programmes in the UK have been identified in the EU) and training on inclusivity in clinical trials is currently completely lacking.";EN;;employee, academic
126012;0023/2022;Effect of targeting nitric oxide synthases and oxidative stress in human and mouse cardiac models of Duchenne muscular dystrophy;Rotrekl Vladimír, Mgr. Ph.D.;699;work in progress;01.01.2023;31.12.2023;Beneficiary-coordinator;OZ / Other foundations/funds abroad;LF;Vladimír Rotrekl's research group;The aim of the project is the development of novel functional magnetic resonance imaging (fMRI) data processing techniques, in particular multi-echo fMRI data, which offer multiple processing options and are not commonly supported by standard software tools.;EN;;Academic
125932;0019/2022;National Institute of Virology and Bacteriology;Plevka Pavel, doc. Mgr. Ph.D.;115541;Implemented by;01.06.2022;01.11.2025;Partner;Ministry of Education and Science of the Czech Republic / National Recovery Plan / 5.1 EXCELES;CEITEC;VS Pavel Plevka;The Synaptonemal Complex (SC) is a proteinaceous structure that assembles between each pair of homologous chromosomes in meiosis, to allow crossover formation and faithful segregation in the gametes. Many SC structural components have been isolated across organisms, however the regulatory pathways underlying its formation are largely unknown. We have identified the conserved putative histone H3K36me3 reader BRA-2 in Caenorhabditis elegans, as an essential factor for SC assembly. Mutations of human ortholog ZMYND11 cause several cognitive deficits, however a role during meiosis has never been unravelled. Through genetics, cell biology and biochemical tools we will dissect the meiotic functions of BRA-2 and its functional interplay with MRG-1, another H3K36me3 reader that seems to operate within the same pathway, as well as with the chromatin factor HIM-17, for which we have uncovered a previously unknown role in promoting SC assembly. Our analysis will shed new light on the requirements imposed by H3K36me3 during germ cells development and how these influence fertility across species.;EN;;employee, academic
125913;0018/2022;National Institute for Neurological Research;Rektorová Irena, prof. MUDr. Ph.D.;26922;Implemented by;01.07.2022;15.12.2025;Partner;Ministry of Education and Science of the Czech Republic / National Recovery Plan / 5.1 EXCELES;LF;I. neurological clinic;The aim of the NCK Industrial Biopharmaceuticals project is to connect top academic institutions with small and established companies engaged in the development and production of pharmaceuticals, and thus strengthen the competitiveness and the economic and strategic contribution of the pharmaceutical industry in the Czech Republic through knowledge transfer between academia and industry. The proposed centre will focus on the development of innovative medicines based on advanced formulations to increase bioavailability in the human body, the use of active substances of natural origin and the introduction of modern manufacturing processes that will enable pharmaceutical companies to penetrate new markets and reduce energy and material intensity. The proposed centre will become an innovation hub for the long-term sustainable growth and prosperity of the pharmaceutical industry.;EN;;Academic
125912;0017/2022;National Cancer Research Institute;Slabý Ondřej, prof. RNDr. Ph.D.;42891;Implemented by;01.06.2022;15.12.2025;Partner;Ministry of Education and Science of the Czech Republic / National Recovery Plan / 5.1 EXCELES;LF;Institute of Biology;The proposed project aims to investigate the impact of late prenatal and early postnatal stress on development and health outcomes in later life. Using data from Brno Growth Study (BGS), which monitored its participants from prenatal stages of development till adulthood and regularly collected many anthropometric, behavioural as well as as biospecimen data, including hair samples and a follow-up on that study, we will focus on the three following objectives. First, we aim to assess stress-related alterations in early life by the analysis of cortisol from hair samples collected at birth and another three time points during the first year of life. Second, we aim to assess the relationships between stress in early life and health, growth, and cognition during childhood and adolescence. Finally, we aim to conduct a neuroimaging, behavioral and developmental follow-up of a subset of the BGS participants in their early 60s to assess the relationships between stress during early life and brain and behavior in older adulthood. This interdisciplinary research capitalizing on a unique longitudinal cohort study provides a unique insight into the early development of higher-age-related ailments and would not be possible unless the proposed approach is carried out.;EN;;employee, academic
125872;0015/2022;National Institute of Metabolic and Cardiovascular Diseases;Freiberger Tomáš, prof. MUDr. Ph.D.;24036;Implemented by;01.06.2022;15.12.2025;Partner;Ministry of Education and Science of the Czech Republic / National Recovery Plan / 5.1 EXCELES;LF;Institute of Clinical Immunology and Allergology.;"This study aims to describe the psychophysiological profile of resilience and predictors of chronic and acute stress in medical students exposed to the crucial examinations of the preclinical part of their studies. While most research in this area uses questionnaire-based measurement methods to determine stress levels and related symptoms before and after exams, the current study aims to measure stress levels throughout the semester and exam period. The measurements are performed using the 3rd generation Oura Ring with bio-sensors and the M-Path mobile application for smartphones, which allows long-term monitoring of stress levels using simple graphical scales on a mobile phone (smartphone-based ecological momentary assessment; EMA). In this way, the study provides an idea of how stress levels change during the semester, during the preparation for the exam and also during the exam itself. We will also be able to observe how the stress recovery process takes place once the challenging exams are over. All physiological parameters of stress will be related to subjective stress ratings as well as to putative protective factors measured by questionnaires at the beginning and end of the semester (e.g., emotion regulation, self-regulation, healthy lifestyle, etc.). Also, a key question of the current research is to what extent the feedback on physiological parameters obtained by so-called Bio Trackers (bio sensors in mobile phones, smart watches, fitness bracelets and fingers), monitoring physical activity, physical fitness, sleep quality, cardiovascular performance and stress levels, works in the stress regulation process. In order to answer this question, students will be randomly divided into two groups, only one of which will have access to objective feedback obtained from the 3rd generation Oura Ring within the Oura Ring Teams mobile app during the semester.";EN;;Academic
125432;1792/2021;Modulation of the interaction between autophagy and apoptosis in prostate cancer using natural compounds isolated from traditional medicinal plants;Masařík Michal, prof. RNDr. Ph.D.;21142;not approved. invest.;01.01.2023;31.12.2025;Recipient;GA ČR / LA grants / Partner Agency;LF;Michal Masařík's research group;Temporal lobe epilepsy (TLE) is a neurological disorder characterized by recurrent seizures with dramatic impact on patients, their families and health systems. Despite extensive research, the detailed pathophysiology of this disorder remains unclear. In TLE research, miRNAs have recently demonstrated their prominence as potential biomarkers and targets for treatment. These short non-coding RNAs regulate most genes in the human brain and show altered regulation in epilepsy. Based on our miRNA research in TLE and available literature, we selected four candidate miRNAs with putative therapeutic effect: miR-142-3p, -142-5p, -19b-3p and -203a-3p. We aim to investigate the function of these miRNAs by determining their targets in neuronal culture, followed by cross-validation in a model of TLE induced in immature rodents and in human resected epileptic hippocampi. By inhibiting these miRNAs in an animal model and human tissue ex vivo, we will study their therapeutic potential in TLE, and address the long-term impact of this therapy initiated during brain development.;EN;;Academic
125292;1785/2021;3D printing storage communication and documentation tool in clinical medicine;Dvořáček Jan, Mgr. DiS.;381437;Implemented by;01.05.2022;31.12.2022;Partner;EU / Other grant projects;LF;Institute of Simulation Medicine;The project provides external consultancy services in the preparation of the project application for the first round of the Teaming for Excellence call. Furthermore, the project covers travel expenses for part of the preparatory team related to working meetings at the headquarters of foreign partners.;EN;;Employee
124552;1698/2021;Correlation between refractive errors and migraine;Koňaříková Veronika, Bc.;486836;Implemented by;01.03.2022;31.12.2022;Recipient;MU / GA MU / Support for outstanding theses;LF;Cat.optometry and orthoptics;The proposed project aims to study the causes of the development of clonal malignant lymphoproliferations. We will focus in detail on chronic lymphocytic leukemia (CLL) as a model disease. CLL is usually characterized by monoclonal expansion of B lymphocytes. Antigenic stimuli are thought to play a key role in its development. However, in our previous work, we described cases of multi-clonal CLL, in which multiple B lymphocytes were clonally expanded in a single patient. These cases can be considered as an intermediate stage between the premalignant stage of monoclonal B lymphocytosis, which despite its name may be multi-clonal, and full-blown CLL. Based on a detailed analysis of the B cell receptor properties of the coexisting clones, we hypothesized that their final malignant transformation occurs at certain levels of B cell maturation. In the proposed project, we will use single-cell transcriptome sequencing technology and chromatin activity determination to identify the molecular profiles of the B cell matriculation stages at which malignant transformation occurs. Furthermore, the literature demonstrates that the initial changes occur at the stem cell level. We hypothesize that in this case, coexisting clones would share at least a few common mutations that would give the clones a selection advantage. We will therefore use single leukemia clone sorting followed by whole-exome sequencing to identify such mutations. Finally, we will study the functional implications of the identified mutations.;EN;;student
124551;1697/2021;The effect of type I diabetes on the lens density of the eye;Kalinayová Klaudia, Bc.;486857;Implemented by;01.03.2022;31.12.2022;Recipient;MU / GA MU / Support for outstanding theses;LF;Cat.optometry and orthoptics;The goal of the project is to launch a systemic improvement intervention to improve the quality of higher education and academia-based research through adhering to the foundations of high-quality research and excellence.;EN;;student
124292;1683/2021;CoVigi: a post-registration, multicentre Phase IV clinical trial investigating the efficacy and safety of COVID-19 vaccines;Demlová Regina, doc. MUDr. Ph.D.;24063;not approved. invest.;01.04.2022;31.12.2023;Beneficiary-coordinator;Ministry of Health of the Czech Republic / Applied Health Research 2020 - 2026 / Subprogramme 3 - covid-19;LF;Institute of Pharmacology; Its specific objectives are to introduce the mechanisms of research ethics, research integrity and good faith for researchers and within advanced level study programs, and plagiarism regulation dimensions in the accreditation standards of doctoral programs to enhance the standards of Responsible Conduct of Research (RCR) - Ethics and Integrity supported by appropriate national and institutional policies, tools and processes that help avoid cases of scientific work lacking originality. Equally important is to formally introduce and shape a culture of good research practice and better prepare Georgian universities to become more competitive and offer trustworthy research proposals at home and abroad incorporating research integrity and ethics, specifically under the Horizon Europe and ERC calls.;EN;;Academic
124291;1682/2021;Retrospective evaluation of treatment, morbidity and mortality in COVID 19;Jarkovský Jiří, RNDr. Ph.D.;9787;not approved. invest.;01.04.2022;31.12.2023;Partner;Ministry of Health of the Czech Republic / Applied Health Research 2020 - 2026 / Subprogramme 3 - covid-19;LF;Inst.of Biostatistics and Analyses;MU is an associate partner with no financial contribution, therefore no project obligations (labour or financial) arise from the partnership. As an associate partner in the DIGIVITALITY project within the Interreg Central Europe programme, we can obtain information about the project outputs and, where appropriate, participate in the application of the project results in the form of the use of tools and strategies in the field of innovation management in the health sector, thus contributing to the long-term sustainability of the project.;EN;;Academic
124211;1678/2021;Synthesis and study of pharmacological activity of new beta-blockers and their structural analogues;Sepši Milan, MUDr. Ph.D.;18787;not approved. invest.;01.01.2023;31.12.2025;Recipient;GA ČR / LA grants / Partner Agency;LF;Internal Cardiology Clinic;" DIGIVITALITY aims to accelerate the digitisation of healthcare systems in Central Europe through enhanced marketability of digital health innovations, by strengthening cooperation between start-ups, major med-tech companies and health care providers; and fostering improved mechanisms for financing digital solutions within national health care systems. The project takes inspiration from the German DiGA (Digital Health Care Applications) scheme which sets the legal framework for prescription and use of digital health solutions that pass a fast-track approval process.";EN;;Academic
124017;1669/2021;Development of a methodology for the determination of the beta-lactam antibiotics meropenem, cefepime and piperacillin and its use in the treatment of critically ill patients undergoing haemolysis;Kosinová Martina, doc. MUDr. Ph.D.;214251;not approved. invest.;01.01.2022;31.12.2022;Recipient;MU / Internal projects LF;LF;Department of Paediatric Anaesthesiology;" DIGIVITALITY aims to boost the supply of digital healthcare innovations by setting up a Digital Health Innovation Pipeline, facilitated by regional innovation Hubs in the participating countries. These innovation Hubs will invite large med-tech companies to define pressing healthcare challenges, to be addressed by potentially DiGA-compatible solutions; and then scout and support start-ups to work on these, following open innovation methods. At the same time, DIGIVITALITY will raise demand and interest for digital health innovations in the public healthcare system as well, via offering clinical validation opportunity for start-up innovations in hospitals and presenting recommendations to public health insurance institutions on the achievable benefits and savings, potentially paving the way for a DiGA-inspired shift in Central-European public health financing policies. For further details on the envisaged implementation plan, please see the attached flowchart.";EN;;Academic
124031;1666/2021;Contamination of dental facilities with bioaerosol - optimization of measurement methodology and assessment of associated infectious risk;Rezková Bohdana, MUDr. Ph.D.;184941;not approved. invest.;01.01.2022;31.12.2022;Beneficiary-coordinator;MU / Internal projects LF;LF;Institute of Public Health;European healthcare sectors are confronted with a combined challenge of increasing demand caused by aging societies with chronic diseases and limited resources. In this context innovation is seen as a means to transform the sector. However, healthcare innovations often fail or don't achieve wider uptake - even when benefits are documented. One of the main reasons is, that in healthcare technological innovation often also requires organisational innovation and the complex systems of multiple agents, their preferences, competences and conflicting interests slows adoption. Thus, the OPUS project reverses this logic by co-creating future care-settings for chronic patients from an organisational perspective as a basis for technological innovation processes. By focusing on life-style and self-management dimensions of chronic diabetes (Brno), coeliac disease (Maribor), hypertension (Rijeka) and frailty (Torino), we aim at transforming the way public healthcare services are provided through a patient-centred lens. These jointly envisioned future care-settings serve as a basis for Open Innovation strategies that through, an improved cross-sector cooperation, enhance the innovation capacities and the uptake of patient-centred approaches and technologies for better and more efficient services for chronic diseases. By deploying a Societal Robustness Methodology for jointly developing four care settings, co-creating four Open Innovation pilots, and anchoring the generalised, cross-regional learnings on the cross-sectoral interface between healthcare and innovation policy, OPUS contributes to improve the life of chronic patients, increases the efficiency of healthcare systems and enhances the cooperation among innovation stakeholders. In this process, cooperation is central for developing a robust understanding of future patient-centred care settings and for identifying challenges for their implementation that arise from different spatial, institutional and cultural contexts.;EN;;Academic
124014;1665/2021;Metabolic condition of the endometrium as a cause of implantation failure;Vaňhara Petr, doc. RNDr. Ph.D.;43385;not approved. invest.;01.01.2022;31.12.2022;Recipient;MU / Internal projects LF;LF;Department of Histology and Embryology;Emergency care learning is one of the key parts of medical education for future doctors as well as for medical staff of every level.;EN;;Academic
124011;1662/2021;Effect of rheopheresis on retinal oxygenation;Chrapek Oldřich, doc. MUDr. Ph.D.;111996;not approved. invest.;01.01.2022;31.12.2022;Recipient;MU / Internal projects LF;LF;Eye Clinic; The armed conflict zone, ATO (Anti-Terrorist Operation Zone), which appeared in the eastern part of Ukraine (Donbas region) in 2014, has highlighted the insufficient level of doctors and nurses training for emergency care in Ukraine.;EN;;Academic
123994;1661/2021;Evaluation of cartilage cell parameters isolated from arthritic patient tissue in the context of the influence of the most commonly used intra-articular chondroprotective agents.;Válková Lucie, Mgr. Ph.D.;324107;Implemented by;01.01.2022;31.12.2022;Beneficiary-coordinator;MU / Internal projects LF;LF;Monika Pávková's research group; Today, medical education in Ukraine is in most cases is didactic and focused on the acquisition and consolidation of a large amount of theoretical knowledge. Practical skills, which are an extremely important competence of doctors and medical staff, are however trained much less.;EN;;student, employee
123993;1660/2021;Study of microRNAs in cerebrospinal fluid as predictive biomarkers of treatment response in pediatric patients with spinal muscular atrophy;Ošlejšková Hana, doc. MUDr. Ph.D.;26544;not approved. invest.;01.01.2022;31.12.2022;Recipient;MU / Internal projects LF;LF;Department of Child Neurology; All this testifies to the necessity of both skills' development training and abilities necessary for providing high-quality emergency medical care, as well as acquiring the competences of the patients' correct sorting in the case of mass lesions, the rapid response of medical personnel in the crises.;EN;;Academic
123991;1658/2021;Generation and validation of a high-throughput screening system for the identification of eIF4F inhibitors with anti-melanoma activity;Uldrijan Stjepan, Mgr. CSc.;104691;Implemented by;01.01.2022;31.12.2023;Recipient;MU / Internal projects LF;LF;Stjepan Uldrian Research Group;The aim of the SYRI project is to increase the ability of research capacities to respond to current trends and needs in R&D&I in relation to the occurrence of major diseases and the impact of risks associated with them by establishing and establishing a national scientific authority in a selected priority area of R&D&I, which is specific social science disciplines specifically focused on the social and economic impact of systemic health risks, including similar risks of pandemics such as covid-19.;EN;;academic, student
123931;1655/2021;Use of a novel amniotic membrane-based biofilm in wound healing in a porcine animal model;Lipový Břetislav, doc. MUDr. Ph.D., MBA, LL.M.;60248;not approved. invest.;01.01.2022;31.12.2022;Recipient;MU / Internal projects LF;LF;Burns and Plastic Surgery Clinic; SYRI will create a strong consortium of three institutions that are conducting cutting-edge social science research in a range of disciplines (economics, pedagogy, sociology, psychology, legal science, political science, media studies, social geography, public health), the interconnection of which will enable the creation of new knowledge that is both scientifically excellent and practically applicable to the functioning of public administration, communication between public administration and the public and the behaviour of society in situations of health risk, the effectiveness of health care, lifestyle and other socio-economic determinants of health risks, as well as the recovery of the economy after health or security crises in terms of economic policy, labour market and unemployment, human capital and education, or tackling the growth of poverty.;EN;;academic, student
123895;1654/2021;A model for non-invasive functional analysis of variants of unknown clinical significance in ABCD1 gene;Doubek Michael, prof. MUDr. Ph.D.;45693;not approved. invest.;01.01.2022;31.12.2023;Recipient;MU / Internal projects LF;LF;Institute of Medical Genetics and Genomics;The aim of the project is to evaluate the content of essential and toxic elements in home-grown vegetables obtained from Brno gardens and to compare them with vegetables from supermarket chains.;EN;;Academic
123894;1653/2021;Introduction of embryoid/gastruloid technology for the study of primary cilium signalling;Bosáková Michaela, Mgr. Ph.D.;106056;Implemented by;01.01.2022;31.12.2022;Recipient;MU / Internal projects LF;LF;Pavel Krejci's research group; Among the general public there is a belief that home-grown vegetables contain more micronutrients and, on the contrary, the risk of contamination with toxic substances is neglected. Knowledge in the literature focuses mainly on contaminated areas, with little information on this issue originating in Europe.;EN;;Academic
123911;1651/2021;Role of miRNAs in the spread of Glioblastoma multiforme through brain tissue in vitro;Bohačiaková Dáša, Mgr. Ph.D.;123980;Implemented by;01.01.2022;31.12.2022;Beneficiary-coordinator;MU / Internal projects LF;LF;Department of Histology and Embryology; Although there is a strong tradition of gardening in the Czech Republic, serious information on the composition of home-grown produce comes mainly from abroad. It turns out that some vegetables can accumulate large amounts of metals from the soil. The quality of the soil (and the fertilisers used) in Brno's gardening areas is not controlled.;EN;;Academic
123876;1650/2021;Regulation of the inward rectifier potassium current IK1 of cardiac cells by protein kinase A;Bébarová Markéta, doc. MUDr. Ph.D.;15000;not approved. invest.;01.01.2022;31.12.2022;Beneficiary-coordinator;MU / Internal projects LF;LF;Institute of Physiology; In this project the content of essential (Ca, Mg, Fe, Zn) and toxic (Cd, Pb) elements in selected vegetables (carrots, onions, potatoes) will be analysed. All work will be carried out at the Institute of Public Health, Faculty of Medicine, MU. The intake of each element from consumption of home-grown vegetables will be estimated and compared with the set tolerable limits. The data obtained will be unique and significant from a public health perspective.;EN;;Academic
123892;1649/2021;The use of magnetotherapy using the Super Inductive System in the treatment of post-covid pulmonary disability;Sova Milan, doc. MUDr. Ph.D.;247129;not approved. invest.;01.01.2022;31.12.2022;Recipient;MU / Internal projects LF;LF;Clinic of pulmonary and tubercular diseases.;At some point in our lives, all of us are likely to be personally affected by a mental or physical health condition. In a vulnerable situation such as this, we would all want to be given the necessary health-related information in a satisfactory way. The healthcare communication network is the first network to analyse healthcare communication in several languages and cultures within the framework of CEEPUS. The instructors, researchers, healthcare professionals and students involved in this network are familiar with the intercultural and interdisciplinary approaches to medical communication. The activities of the network include instruction and interdisciplinary research of medical terminology, communication, translation, interpreting, and languages for specific purposes. Through mobilities, the network allows for the sharing of knowledge, research, and teaching materials. This will result in an improvement in the well-being of patients, the patient-centered communication skills of students and health care professionals, and also the pedagogic and research skills of language teachers.;EN;;Academic
123875;1648/2021;Analysis of cortical processing of auditory and auditory-emotional stimuli and their integration in the functional connectome: an fMRI pilot study in children with autism spectrum disorder;Ošlejšková Hana, doc. MUDr. Ph.D.;26544;not approved. invest.;01.01.2022;31.12.2022;Recipient;MU / Internal projects LF;LF;Department of Child Neurology;Generally, brain health doesn't deteriorate overnight. We need to know how our mental state is changing over time in order to address its impairment at early stages. This can allow for preventing or at least delaying the onset of various mental diseases and disorders. Signs of brain health deterioration are not easily identifiable as they are generally related to slow and subtle changes in the brain activity, behavior, etiquettes, body language, and facial features.;EN;;Academic
123891;1647/2021;Methods for measurement of mechanical forces on cell and tissue scale in organoids;Sumbalová Koledová Zuzana, Mgr. Ph.D.;233399;Implemented by;01.01.2022;31.12.2022;Recipient;MU / Internal projects LF;LF;Department of Histology and Embryology; The solution lies in a tool that can provide technology for early detection of abnormalities that can lead to finding sings of early-stages stress. In this project, we propose to develop methods for early detection of abnormalities that can lead to finding signs of early-stage stress. Stress is supposed to contribute to mental and physical health issues like depression and cardiovascular problems. Hence, we target preventive actions for boosting mental health in Europe.;EN;;Academic
