Id;regCode;title;author;uco;state;dateBegin;dateEnd;muRole;investor;hs;department;annotation;annotationLanguage;annotationTransl;authorType
64065;0063/2018;IntrodUcing ETHICs concept through setting modules health schools university students and professionals;Bourek Aleš, MUDr. Ph.D.;1062;not approved. invest.;15.01.2019;14.01.2022;Partner;EU / Erasmus+ Key Action 2 / Capacity Building in Higher Education;LF;Institute of Biophysics;"Education is also an ethical effort. Human beings can become either unfriendly or peaceful by education. The aim of ethical education is to provide people to make decisions by their free wills. You can teach norms easily, but you cannot teach easily to obey these rules unless you teach ethics. Therefore, teaching ethics has an important and necessary place in education. Students who graduated from universities may be well-educated persons in their professions but it is not enough. Aristotle concluded, “Educating the mind without educating the heart is no education at all""

Aims and Objectives of the UETHIC project:
1.	Elaborate four specialized modules for ethics for health schools (Medicine, Pharmacy, Dentistry and Nursing)
2.	Develop professional training courses in Ethics, 
3.	Establish training centers in the partner countries 
4.	Carry out capacity building for the involved staff and students; beside the professionals who work already on health fields.";EN;;Academic
64006;0059/2018;Building Curriculum Infrastructure in Medical Education;Komenda Martin, RNDr. Ph.D.;98951;Implemented by;01.09.2018;31.08.2021;Partner;EU / Erasmus+ Key Action 2 / Strategic Partnerships;LF;Inst.of Biostatistics and Analyses;"Today no systematic solution based on proven pedagogical approaches and methodologies exists to define, create, manage and analyse the curricula of medical and healthcare institutions of higher education within one robust system. Moreover, there is a global need for a uniform curriculum model providing a general and standardized way to describe the building blocks and the attributes of education using predefined parameters. For the purposes of speeding and improving the long-term process of medical and healthcare curricula harmonization, Building Curriculum Infrastructure in Medical Education (BCIME) project brings an innovative and well-structured system for curriculum optimisation, easily applicable in practice. 
Based on detailed needs analysis, which generates a set of local institutional requirements related to the goals, aspirations and current features of curriculum organization, BCIME will provide a coherent, comprehensive framework encompassing all necessary instruments for easy curriculum management.
The project objectives are:
- To share know-how in the field of curriculum design, innovating on and optimising the proven methodology of parametric description (curriculum building blocks) and guidelines for curriculum definition.
- To create new descriptions of selected curriculum parts in partner institutions in accordance to the local needs analysis and institutional requirements, while in full compliance with international standards.
- To define and solve new curriculum mapping research questions and issues and to explore hidden relations in described curricula with the use of natural language processing, data/text mining, machine learning, analysis and visualization.";EN;;Academic
63865;0047/2018;Curriculum Development in Medical study programmes;Komenda Martin, RNDr. Ph.D.;98951;not approved. invest.;15.11.2018;14.11.2021;Beneficiary-coordinator;EU / Erasmus+ Key Action 2 / Capacity Building in Higher Education;LF;Inst.of Biostatistics and Analyses;"MU’s team is already experienced in design and integration of a curriculum development and mapping process in medical and healthcare study programmes. The proven methodology together with a robust platform for curriculum optimisation are crucial elements of building well-balanced descriptions of medical knowledge based on a suitable combination of theoretically focused courses and clinical teaching training. As Project Coordinator, MU will coordinate the curriculum development process in partners countries with respect to their local requirements and national educational strategy. MU will also disseminate acquiring knowledge in understanding a complicated medical and healthcare curriculum structure and the use of modern web-based technologies for effective curriculum management between all involved stakeholders (curriculum designers, guarantors, faculty management, teachers, and students).
Project goals
●	Delivery of innovative methodological background for curriculum optimisation, which respects student-centered approach.
   ○	How to effectively describe well-balanced curriculum
●	Provision of robust web-based platform for curriculum development, management and mapping.
●	Creation of comprehensive description of selected medical disciplines (set of courses) including evaluation and mapping.";EN;;Academic
63846;0046/2018;Enhancing Nurses Competence in Providing Spiritual Care through Innovative Education and Compassionate Care;Pokorná Andrea, prof. PhDr. Ph.D.;98239;Implemented by;01.02.2018;31.08.2019;Another participant;EU / Erasmus+ Key Action 2 / Strategic Partnerships;LF;Institute of Health Sciences;"About the project:
Many nursing regulatory and educational bodies require nurses, at point of registration, to be able to address the personal, religious and spiritual beliefs of their clients as part of person centred holistic care. How learners acquire these skills, however, is less clear.
Our research to date highlights that the teaching students receive is important in their learning about spiritual/person centred care, yet there is a great deal of inconsistency in how this topic is addressed within programmes of nurse education across Europe (Ross et al 2014, 2015).
Despite these inconsistences there is a great deal of innovation in the teaching of spiritual/person centred care that needs to be captured, shared and built upon to
ensure nursing students are equipped to address the holistic needs of the people they care for. This will ensure the nursing workforce of the future is prepared to address some of the global challenges that are impacting upon international nursing and healthcare.
As an EPICC Participant you will be expected to: 1) take part in and undertake all the activities to achieve the aims of the project; 2) undertake the associated educational audit/review and curriculum development activities within your own organisation (mentorship and support will be provided by the EPICC Partners); 3) attend all of the events associated with the project.";EN;;Academic
63648;0029/2018;INNOVATIVE PARTNERSHIP FOR ACTION AGAINST CANCER;Dušek Ladislav, prof. RNDr. Ph.D.;670;Implemented by;01.03.2018;28.02.2021;Another participant;EU / Other non-subsidy projects;LF;Inst.of Biostatistics and Analyses;The general objective of the iPAAC Joint Action (JA) is to develop innovative approaches to advances in cancer control. The innovation that will be covered within the JA consists of further development of cancer prevention, comprehensive approaches to the use of genomics in cancer control, cancer information and registries, improvements and challenges in cancer care, mapping of innovative cancer treatments and governance of integrated cancer control, including a new analysis of National Cancer Control Plans. The development of innovative approaches to cancer control will be supplemented by a Roadmap on Implementation and Sustainability of Cancer Control Actions, which will support Member States in implementation of iPAAC and CANCON recommendations.;EN;;Academic
63266;1434/2017;Investigating the Role of p53 in Neural Differentiation Using Cerebral Organoids;Elrefae Lina Mohamed Bahaaeldin, MUDr.;443820;Implemented by;01.02.2018;31.12.2018;Recipient;MU / GA MU / DO R. 2020 - Rector's Programme;LF;Faculty of Medicine;P53 is a protein and transcription factor involved in a myriad of physiological events. Its role as a crucial tumor suppressor has been well-established, however its contribution to other processes such as embryonal development has only recently been revealed. Interestingly, p53 has been shown to regulate mesoendodermal differentiation via direct activation of the Wnt pathway and indirect influence of Smad signaling molecules. Such unexpected discoveries suggest that p53 might have other important regulatory roles during human embryonic development. This prompted us to utilize the expertise in our laboratory to explore the protein’s behavior during neuroectodermal differentiation in vitro, using human embryonic stem cell (hESC)-derived cerebral organoids. Organoids represent a 3D in vitro model which produces structures reminiscent of the human brain, and it has recently been implemented in our laboratory. To study the role of p53, we used the CRISPR/Cas9 system to delete p53 from hESCs and induced the cells to form cerebral organoids. Our preliminary finding showed that the absence of p53 strongly enhances the neural development in vitro and generates cerebral organoids with better neuronal morphology and higher expression of neuronal markers. We therefore aim to explore this phenomenon further. Firstly, using molecular techniques such as qPCR, we will quantify the expression of various neural markers, such as Sox2, β-3-tubulin, Doublecortin and others. In parallel, we will describe possible differences between the growth rate and cell cycle mechanics of wild-type and p53KO (knockout) cells. Secondly, we will functionally visualize the electric potential of the neurons within the cerebral organoids. And lastly, we will initiate experiments to identify molecular pathways responsible for the different p53KO phenotype. Collectively, our findings will aid in completing the repertoire of the enigmatic protein’s actions, as well as potentially unveil completely new pathways taking place during human neural development.;EN;;
63065;1421/2017;Training for Medical Education via Innovative eTechnology;Bourek Aleš, MUDr. Ph.D.;1062;Implemented by;15.10.2017;14.10.2020;Partner;EU / Erasmus+ Key Action 2 / Capacity Building in Higher Education;LF;Institute of Biophysics;"The Aim is support and modernize of medical education by establishment of an innovative training center with realistic simulation models in  order to improve the training of practical skills and soft skills in medical education for universities in JO,IR and IQ (Jordan, Iran and Iraq) Wider objective:  -Establishing a training center to train teachers and students on innovative medical technology (Medical Learning Platform such as Zspace) ‐Training on innovative technologies in EU universities ‐ Adapting training on innovative technology in teaching process ‐ Enhancement of training‐methodical complexes on bases of modernized training courses ‐ Development and Providing multimedia and materials for training on innovative technologies in universities Implementation - 2 weeks Training for students in each EU partner county.

The input of the Masaryk University CeKZ for this project is seen in:
Mapping of existing curricula of Biomedical and Medical Informatics and collation of results to identify opportunities and existing gaps. Analysis of needs of future healthcare systems with respect to BMI (trends, scenarios) and definition of necessary competences of trainees to be achieved after completing the proposed training.
Development of training processes and materials flexible and robust enough to withstand the rapid and dynamic interactions on the interface of medicine and digital technologies
Help to assure, that developed training materials confirm with state-of-the art in the area of patient safety and quality and that training materials strengthen the skills in professional communication and collaboration (team-working) on all levels of trained stakeholders. Pilot test the produced environment, processes, tools and educational materials on students of the Masaryk University, Faculty of medicine and gather feedback for the improvement of produced project outputs.";EN;;Academic
61327;1137/2017;Non-trivial carbocyclic C-nucleosides as potent and selective inhibitors of therapeutically relevant methyltransferases;Paruch Kamil, doc. Mgr. Ph.D.;108413;not approved. invest.;01.03.2018;31.12.2020;Beneficiary-coordinator;MU / GA MU / INTERDISCIPLINARY;PřF;Department of Chemistry;"The proposed project is envisioned to yield novel efficient and specific small-molecule inhibitors of selected therapeutically relevant methyltransferases, in particular DOT1L. Methyltransferases catalyze methylation of histones and non-histone proteins, and play  crucial roles in diverse biological processes, including initiation and progression of cancer. DOT1L was found to be critical for leukemogenesis of several mixed-lineage leukemia (MLL) subtypes and represents a suitable target for selective killing of leukemia cells. However, we are not aware of any reports on a role of DOT1L in chronic lymphocytic leukemia (CLL). Nevertheless, DOT1L is expressed in CLL cells (in-house data from expression microarray) which we very recently found to be considerably sensitive to our proprietary C-nucleoside inhibitors.
The proposed project represents an interdisciplinary (in-house chemistry & cell biology plus external structural biology) approach for preclinical optimization of our proprietary, potentially patentable lead compounds, including their thorough in vitro and in vivo characterization. The project capitalizes i.a. on competitive chemistry know-how: our recently published synthetic route is, to our knowledge, the only reasonably flexible technology for preparation of sufficiently diverse carbocyclic C-nucleosides. Utilizing the newly identified sufficiently potent and selective chemical biology probes for DOT1L and other methyltransferases, we aim to decipher the therapeutic potential of targeting these enzymes in the treatment of selected types of leukemia.";EN;;employee, academic
61303;1131/2017;Transformative stem cell-based model of Alzheimer's disease and advanced analytics to study the role of membrane lipids in the pathogenesis;Spáčil Zdeněk, PharmDr. Ph.D.;238088;Implemented by;01.03.2018;31.12.2020;Recipient;MU / GA MU / INTERDISCIPLINARY;PřF;RECETOX;Alzheimer's disease is the most common cause of dementia (60-80% of cases) in elderly population worldwide. The current body of research supports the concept that protein aggregation initiates the onset of Alzheimer's disease. However, in spite of the large number of available literature and studies, a mechanism of pathogenesis and potential treatment for Alzheimer's disease remains elusive. Here we apply modern and highly specific analytical techniques to relevant in vitro models able to comprehensively capture all important aspects of the human neuropathology. Implementation of such models to study Alzheimer's disease will allow for proper hypothesis testing and will drive important findings. For that reason, general objective of proposed interdisciplinary and interfaculty project is to develop and apply state-of-the-art analytical methodology to a newly introduced cell biology model to study and potentially elucidate hypothetical mechanisms of Alzheimer’s disease pathogenesis. Specifically, we aim to develop modern analytical tools suitable to determine levels of gangliosides and proteins primarily involved in aggregation. Simultaneously, we will establish an adequate in vitro model based on cerebral organoids derived from human embryonic stem cells, suitable to test hypothetical mechanisms of Alzheimer's disease pathogenesis. Subsequently, we will apply analytical methodology to the conceptual model exploring the influence of gangliosides on the development of Alzheimer's disease pathology. Finally, we also aim to challenge the in vitro cellular model with an environmental perturbation (e.g. microorganisms) and capture the resulting pathological impacts in relation to Alzheimer’s disease. We believe that proposed combination of analytical technology with disease modeling using stem cells provides a unique opportunity to bring an urgently needed new perspective the field of Alzheimer’s disease research.;EN;;Academic
61237;1054/2017;Reconstruction of mechanistic framework underlying pathological FGFR3 function via mathematical modelling of signal transduction;Krejčí Pavel, RNDr. Ph.D.;101398;not approved. invest.;01.03.2018;31.12.2020;Beneficiary-coordinator;MU / GA MU / INTERDISCIPLINARY;LF;Institute of Biology;"Activating mutations in fibroblast growth factor receptor 3 (FGFR3) account for at least 10 human disorders, including cancer and severe or lethal defects in bone growth known as achondroplasia and thanatophoric dysplasia. Prolonged activation of ERK MAP kinase is a major mediator of aberrant FGFR3 signaling, but the molecular processes underlying this feature remain poorly characterized. A lack of coherent hypothesis explaining the mechanism of prolonged ERK activation in FGFR3 signaling complicates understanding of the pathology of achondroplasia and other related conditions, and compromises development of treatment for these devastating human conditions. Our previous work at the field, and preliminary experiments carried out for this proposal, point to complex regulatory networks that operate at different subcellular levels and may contribute to prolonged ERK activation by FGFR3. These involve mechanisms regulating FGFR3 expression, FGFR3 interactions with its downstream signaling mediators, processes governing FGFR3 turnover at the cell membrane, and negative feedback mechanisms involved in downregulation of the FGFR3-ERK signal. In this proposal, we will use mathematical modelling and simulations to reconstruct, for the first time, the molecular networks mediating FGFR3-ERK activation and to predict their behavior. The in silico simulations will aid biological experiments to confirm the predicted systems behavior and to identify important molecular switches and regulators. These will be experimentally targeted in cell models to pathological FGFR3 signaling. 
Unraveling the mechanism of prolonged FGFR3-ERK activation will facilitate development of novel treatments for achondroplasia and related conditions. Because many other, FGFR3-unrelated receptor tyrosine kinases (RTKs) utilize prolonged ERK activation in their pathological signaling, the theoretic and experimental work proposed here will advance the understanding of general mechanisms of developmental defects, cancer and other disorders caused by aberrant RTK activation.";EN;;Academic
61232;1046/2017;Anti-allergic potential of nanostructured implant layers - the future of orthopaedics;Pávková Goldbergová Monika, prof. RNDr. Ph.D.;9447;not approved. invest.;01.03.2018;31.12.2020;Recipient;MU / GA MU / INTERDISCIPLINARY;LF;Department of Pathological Physiology;"The proposed project focuses on advanced mechanical and anti-alergic characteristics of NiTi and Ti-based bio-compatible alloys with zirconium surfaces in in-vivo environment. We address opened questions related to the alloy microstructures and a synergy effect, in particular: 1) fabrication of advanced nanotubes with zirconium on Ti and Ti-alloys (e.g. NiTi) surface; 2) characterization of TiNT – morphology - SEM, atomic force microscopy (AFM); 3) mechanical properties/stability - force spectroscopy, chemical characterization, characterization of the coating layer; 4) modification of TiNT surface – hydroxylapatite, passive adsorption, silanization, protein/peptide covalent modification of organic layers, formation of passivation and/or oxide layers of the metal; 5) mechanisms which govern a release of ions from NiTi, Ti-alloy and nanotubes in contact with cells; 6) analyses of cell structure and molecular analyses; 7) cellar response to NiTi, and Ti-based alloys under physiological and inflammation state; 8) AFM imaging, nanoindentation mapping (Stiffness mapping); 9) characteriasation of differences of motion modus after implantation.";EN;;Academic
59989;0673/2017;Mechanics and execution of homologous recombination - biophysics to the organism;Krejčí Lumír, doc. Mgr. Ph.D.;18098;Implemented by;01.01.2018;31.12.2022;Partner;Wellcome / Wellcome Trust Projects;LF;Institute of Biology;"Homologous recombination (HR) is an essential mechanism for the repair of DNA double-strand breaks and damaged replication forks and is associated with genetic disorders, cancer and aging. HR repairs DNA damage by copying the correct genetic information from an intact chromosomal template, which is critically dependent on the recombinase RAD51. To ensure its timely and accurate completion, HR is positively and negatively regulated by RAD51 co-factors and antiPage recombinases. How these HR regulators function at the molecular level remains poorly understood and represents a significant challenge to the field due to the lack of mechanistic resolution afforded by conventional bulk biochemical approaches. We recently pioneered several cutting-edge biophysical approaches to interrogate the HR reaction in unprecedented detail.
Importantly, we demonstrated the power of integrating data from these complementary methodologies to uncover the mechanism of action of the Rad51 paralogs in modulating RAD51 to promote HR. The aim of our proposal is to extend this paradigm to study multiple different HR regulators to gain insights into how they work individually and how they act cooperatively during HR. Deciphering how HR regulators work will provide an improved understanding of the molecular mechanisms relevant to carcinogenesis and may present unique opportunities for therapeutic intervention.";EN;;Academic
59809;0654/2017;Cell interactions in tumour microenvironment as a new tool for therapy response prediction in head and neck cancer;Masařík Michal, prof. RNDr. Ph.D.;21142;Implemented by;01.05.2018;31.12.2021;Partner;Ministry of Health of the Czech Republic / Applied Health Research 2015 - 2022;LF;Institute of Physiology;Tumour microenvironment (TME) can activate protecting signalling pathways in tumour cells, especially when TME cells are damaged by chemotherapy. In this project, we will focus on cisplatin resistance conferred to cancer cells by TME.  FaDu cells will be co-cultured with primary cell lines derived from tumour tissue of individual head and neck cancer (HNSCC) patients. Effect of co-culture on resistance, invasiveness, and migratory capacity of cancer cells will be assessed. Based on those, we will propose a protocol for detection of tumour-supporting stroma in individual HNSCC patients, which is an important step in personalized medicine of HNSCC. Group of cultures well-supporting and non-supporting chemoresistance will be then analysed for differences in cell stiffness (assessed by atomic force microscopy) and for changes in gene expression (microarray technology) and amino acid profiles (ion-exchange liquid chromatograph). The main aim is to select reliable markers of tumour-supporting stroma detectable in biological samples of HNSCC patients.;EN;;Academic
58774;0418/2017;Cell stiffness, cytoskeleton organization and their correlation with tumour cell invasiveness;Masařík Michal, prof. RNDr. Ph.D.;21142;not approved. invest.;01.01.2018;01.01.2020;Beneficiary-coordinator;GA ČR / Standard projects;LF;Institute of Physiology;The metastatic potential of cancer cells is a key variable in the design of treatment. Changes in cytoskeletal architecture and consequent change in cell stiffness and invasiveness could also be an important secondary effect of chemotherapy. In this project, morphological and mechanistic parameters will be extracted from three panels of cancer cell lines representing various stages of different cancer types (prostate, breast, head and neck cancer). These parameters will be observed in context of cancer progression and cell stress. Connection between average cell stiffness of cancer cell lines and their migratory and invasive potential will be assessed. Effect of chemotherapy on F-actin and tubulin organization, cell morphological, mechanical, invasive, and migratory properties will be also addressed. Furthermore, relationship between resistant phenotype and changes in cell stiffness and F-actin and tubulin organization will be assessed. Usability of cell stiffness as a cancer biomarker will be tested (marker of treatment response or cancer progression?).;EN;;Academic
58699;0351/2017;In-vivo interaction of selected alloys with respect to surface modifications;Pávková Goldbergová Monika, prof. RNDr. Ph.D.;9447;not approved. invest.;01.01.2018;31.12.2020;Beneficiary-coordinator;GA ČR / Standard projects;LF;Department of Pathological Physiology;"The proposed project focuses on interactions between CoCr, NiTi and Ti-based bio-compatible alloys and in-vivo environment. We address opened questions related to the alloy microstructures and a synergy effect, in particular: 1) nanotubes (TiNT) fabrication on Ti and Ti-alloys (e.g. NiTi) surface; 2) characterization of TiNT – morphology - SEM, atomic force microscopy (AFM), mechanical properties/stability - force spectroscopy, chemical characterization, characterization of the coating layer; 3) modification of TiNT surface – hydroxylapatite, passive adsorption, silanization, protein/peptide covalent modification of organic layers, formation of passivation and/or oxide layers of the metal; 4) mechanisms which govern a release of ions from NiTi, CoCr, Ti-alloy and TiNT in contact with cells; 5) analyses of cell structure and molecular analyses of differences on RNA level and proteomic characterisation; 6) cellar response to NiTi, CrCo and Ti-based alloys under physiological and inflammation state; 7) AFM imaging, nanoindentation mapping (Stiffness mapping).";EN;;Academic
58590;0249/2017;HOPE - How Oncogenetics Predicts & Educates;Jarkovský Jiří, RNDr. Ph.D.;9787;not approved. invest.;01.09.2017;31.08.2020;Partner;EU / Erasmus+ Key Action 2 / Strategic Partnerships;LF;Inst.of Biostatistics and Analyses;The focus of the project is to raise awareness on the importance of the existence and expansion of oncogenetics, as a discipline depending on advances in understanding genes associated with inherited susceptibility to common adult malignancies. The objective of oncogenetics is to understand genetic predisposition to cancers and care for persons at risk. Genetic predispositions are often associated with a family history of cancer. However, cancers are very frequent and family histories exist, so a family history of cancer is not synonymous with a genetic predisposition. The purpose of a genetic consultation is to determine the share of family history and possible predisposition. Genetic tests, stills seldom practiced, sometimes confirm a hereditary origin. If an alteration is identified in a family, it can be sought in its relations. This makes it possible to reassure those having no predisposition and following up those at risk.;EN;;Academic
58579;0226/2017;TEam Learning Strategies biOmedical Natural;Schwarz Daniel, doc. Ing. Ph.D.;195581;not approved. invest.;01.09.2017;31.08.2020;Beneficiary-coordinator;EU / Erasmus+ Key Action 2 / Strategic Partnerships;LF;Inst.of Biostatistics and Analyses;Three institutions (MU, SGUL and UMFIASI) from three European countries (CZ, UK and RO) will cooperate with the aim to create a strategic partnership, in order to transfer, adapt, further develop and implement the best practices in the use of virtual scenarios for education. It will focus on two methods of scenario-based learning: PBL and TBL. SGUL associated with LKC will deliver training on the modern pedagogy methods and virtual scenario design to a group of young educators in biomedical fields (UMFIASI) and natural sciences (MU).;EN;;Academic
58447;0146/2017;Multidisciplinary approach to modulate neuroimmune crosstalk associated with pathological pain after chronic spinal cord injury;Dubový Petr, prof. RNDr. CSc.;698;Implemented by;01.01.2018;31.12.2020;Partner;OZ / LA MARATÓ DE TV3 FOR;LF;Institute of Anatomy;Background/main objective: Up to 60% of subjects affected by spinal cord injury (SCI) develop pathological pain. Given the lack of efficient treatment, SCI-pain becomes chronic significantly decreasing the quality of life (QoL). Several chemokines have been involved in the sensitization of spinal cord after SCI, and may also exert nociceptive-related roles at supraspinal structures. The present project hypothesizes that blocking spinal and supraspinal chemokines would be a promising therapeutic strategy to alleviate SCI-pain. To this end, it is aimed to study (1) the chemokines involvement in cell-signalling crosstalk associated with SCI-pain in spinal and supraspinal structures, (2) the modulation of these chemokines and SCI-pain, by means of (-)-Epigallocatechin-3-gallate (EGCG) treatment during acute and chronic SCI-phases, and (3) the spectral fingerprints of blood, spinal and supraspinal structures of SCI-mice with and without treatment in order to identify new therapeutic targets related to chronic SCI-pain.;EN;;Academic
58368;0138/2017;CLEVER: Case-based learning and virtual cases to foster critical thinking skills of students;Schwarz Daniel, doc. Ing. Ph.D.;195581;not approved. invest.;01.09.2017;31.08.2020;Partner;EU / Erasmus+ Key Action 2 / Strategic Partnerships;LF;Inst.of Biostatistics and Analyses;Three institutions (UMF, MU and UPJS) from three European countries (RO, CZ, SK) want to create a strategic partnership, in order to support the transfer of selected best educational practices of MEFANET’s institutions (MU and UPJS) to UMF. The mentioned best practices include case-based learning (CBL) in medicine, dentistry and pharmacology with the use of ICT platforms. The project duration is 36 months. The target groups are: (i) Students in all three countries (1st level: UMF, 2nd level: MU and UPJS, 3rd level: MEFANET and other associated networks), (ii) Teachers from UMF Iasi (42). Two skillsets will be delivered by lecturers from MU and UPJS to 42 teachers in UMF (faculty of medicine, fa. of pharmacy, fa. of dentistry). The first skillset is connected to pedagogy methods coming from scenario-based learning field (case-based learning, problem-based learning, team-based learning, hackathons, flipped classrooms, etc.). The second skillset is connected to various ICT platforms usable to support scenario-based learning didactic approaches - in medicine, of course connected to virtual patients (virtual cases). After analysis of needs performed in the field of (i) pedagogy and (ii) medical informatics, we will train the teachers and use them as authoring force supported by PhD students, in order to create 28 interactive virtual cases. The cases will be authored in Romanian language and later translated into English and French to be used also by international students in UMF, MU and UPJS. We do not aim only at complex and branched virtual cases, as we have already learnt that linear cases (scenarios) are very OK for dentistry (where complex branched cases are contradictory to the real practice) and might be also be very OK for pharmacy. We will, therefore, offer in this project three different platforms (all three have been already implemented by institutions involved in MEFANET): A) OpenLabyrinth (advantage=interoperability and standard - see croesus.eu), B) Interactive Linear Scenarios (advantage = already adapted for mobile devices - see sepsis-q.cz), C) Interactive Algorithms (advantage = adapted for mobile devices, offers decisions unlike in B - see akutne.cz).;EN;;Academic
58294;0116/2017;Building Curriculum Infrastructure in Medical Education;Komenda Martin, RNDr. Ph.D.;98951;not approved. invest.;01.09.2017;31.08.2020;Partner;EU / Erasmus+ Key Action 2 / Strategic Partnerships;LF;Inst.of Biostatistics and Analyses;"Project brings an innovative and well-structured system for curriculum optimisation, easily applicable in practice. Based on detailed needs analysis, which generates a set of local institutional requirements related to the goals, aspirations and current features of curriculum organization, BCIME will provide a coherent, comprehensive framework encompassing all necessary instruments for easy curriculum management.The project objectives are:
- To share know-how in the field of curriculum design, innovating on and optimising the proven methodology of parametric description (curriculum building blocks) and guidelines for curriculum definition.
- To create new descriptions of selected curriculum parts in partner institutions in accordance to the local needs analysis and institutional requirements, while in full compliance with international standards.
- To define and solve new curriculum mapping research questions and issues and to explore hidden relations in described curricula with the use of natural language processing, data/text mining, machine learning, analysis and visualization";EN;;Academic
57787;0023/2017;Capacity Building in Teaching and Assessment of Clinical Reasoning Skills in MD Curricula;Schwarz Daniel, doc. Ing. Ph.D.;195581;not approved. invest.;15.10.2017;14.10.2020;Partner;EU / Erasmus+ Key Action 2 / Capacity Building in Higher Education;LF;Inst.of Biostatistics and Analyses;"The project will focus and be based on creation of combined didactic and scenario-based education in Primary Healthcare and Emergency Medical domain of MD curricula and assessment instrument (Script-Concordance Test) focusing on students Clinical Reasoning Skills development under conditions of uncertainty and incomplete information; enhancement of learning environment and educational culture through equipping of PCUs staff with new pedagogical approaches in teaching (VP cases based on real-life background), assessment and curricula delivery models. 
EU Program Country Universities (all with substantial international experience in mentioned areas) working with PCUs, will provide guidance for construction of new course and assessment instrument. 
Project developments will be spread to other institutions in partner countries through delivery of workshops and conferences nationally and internationally. Innovative trainings and assessment instrument developed and implemented by TASk project will assist EU neighbor countries to enhance their patient populations’ safety and medical care quality.";EN;;Academic
57387;1707/2016;Centriole functions in proliferation and differentiation;Čajánek Lukáš, Mgr. PhD.;40690;Implemented by;15.06.2016;15.07.2017;Recipient;OZ / Federation of European Biochemical Societies;LF;Department of Histology and Embryology;"ii. Purpose and aims:
Cancer, primary microcephaly and primordial dwarfisms – these are examples of diseases so different and yet sharing some similarities – the common link between those are abnormalities in the number of centrioles - barrel shaped organelles important for cell division and cell to cell communication. However, it is currently not clear how exactly does abnormal centriole number contribute to development of the above mentioned diseases – why in some situations the abnormal centriole number seems to contribute to cancer progression (associated with increased proliferation and/or growth) and in other cases to microcephaly or even dwarfism (both associated with decreased proliferation and/or growth). Our overall aim is to develop a cell based model system that will allow us to study potentially contradictory effects and consequences of centriole abnormalities in different situations. We plan to take advantage of human embryonic stem cells (hESCs) to achieve this goal.";EN;;Academic
56470;1148/2016;Preparation of bilingual simulation scenarios for an advanced child patient simulator in problem-based learning of pediatric acute conditions;Štourač Petr, prof. MUDr. Ph.D., MBA, FESAIC;203027;not approved. invest.;01.01.2017;31.12.2017;Recipient;MU / FRMU;LF;Department of Paediatric Anaesthesiology;The present project aims to develop and validate in practical contact teaching a set of bilingual simulation scenarios for modern interactive teaching in the form of Problem Based Learning/ Team Based Learning with special emphasis on the involvement of an advanced pediatric patient simulator. The development of these scenarios will be based on materials and recommendations from professional medical societies. The project is directly related to the projects MUNI/FR/1541/2015, FRIM 37/2016, Masaryk University 4.0 and SIMU+.;EN;;Academic
56445;1137/2016;Increasing the language competences of the academic staff of the Institute of Pharmacology;Juřica Jan, doc. PharmDr. Ph.D.;14537;not approved. invest.;01.01.2017;31.12.2017;Recipient;MU / FRMU;LF;Institute of Pharmacology;The aim of the project is to increase the linguistic competence of the academic staff of the Institute of Pharmacology for teaching in English. The number of students in English degree programmes is increasing and the range of students is changing with a trend towards increased numbers of native speakers. The Institute of Pharmacology is striving to improve the quality of English teaching and increase the number of English programme teachers. In the project, selected academic staff will be trained by an English language tutor in professional English.;EN;;Academic
56426;1133/2016;Mapping neural and physiological correlates of psychological function in patients with mental disorders and implications for individualized treatment;Kašpárek Tomáš, prof. MUDr. Ph.D.;54879;Implemented by;01.01.2017;31.12.2017;Recipient;MU / GA MU / Category A - Student research projects;LF;Psychiatric clinic;The current project builds on previous specific research projects carried out by the authors in previous years. The previous project resulted in the validation of behavioral paradigms for testing mental functions and their disorders in healthy population and piloting the paradigms in patients with mental disorders. Four behavioral tests of impulsivity were validated, the use of the tests together with fMRI and EEG was initiated, and individually targeted neuronavigation for the treatment of rTMS was piloted . In addition, a paradigm for mapping psychophysiological correlates of emotion regulation was validated in a healthy population and testing of patients with eating disorders was initiated. Finally, a social cognition test distinguishing between affective and cognitive theories of mind was validated and implemented for use with fMRI. In the follow-up project, the Psychiatric Clinic of the Faculty of Medicine and Medical Faculty of the University of Medical Sciences in Brno will mainly measure impulsivity using EEG and fMRI in patients with borderline personality disorder, ADHD and Parkinson's disease, measure emotional regulation using ECG monitoring, respiration and skin conductance in patients with eating disorders and measure social cognition using fMRI in patients with schizophrenia. In addition, the Psychiatric Clinic is developing methods of neuronavigation and treatment using rTMS. Research on this treatment method is currently underway in patients with schizophrenia, borderline personality disorder and ADHD, and treatment of hospitalized patients with depressive symptoms is also underway. The aim of the project is to obtain the first results from mapping the neural and psychophysiological correlates of given psychological functions in selected groups of patients and to implement the results for individually targeted therapies.;EN;;Academic
